Image,Brand,Name,SKU,Price
https://cdn.shopify.com/s/files/1/0914/4015/2907/files/1800.jpg?v=1743697763,CITROËN,CITROËN CX BREAK (MA-K | MA-P) SW | 1974 - 1991 | 5 Portas | Frente | Aplicação Interior | 2 pcs,06004b,21.0
https://cdn.shopify.com/s/files/1/0914/4015/2907/files/1800.jpg?v=1743697763,CITROËN,CITROËN ZX (N2****) HATCH | 1991 - 1997 | 5 Portas | Frente | Aplicação Interior | 2 pcs,06005a,21.0
https://cdn.shopify.com/s/files/1/0914/4015/2907/files/1800.jpg?v=1743697763,CITROËN,CITROËN ZX BREACK (N2****) SW | 1994 - 1998 | 5 Portas | Frente | Aplicação Interior | 2 pcs,06005b,21.0
https://cdn.shopify.com/s/files/1/0914/4015/2907/files/1800.jpg?v=1743697763,CITROËN,CITROËN XANTIA (X**** | X1****) SEDAN | 1993 - 2001 | 4 Portas | Frente | Aplicação Interior | 2 pcs,06006a,21.0
https://cdn.shopify.com/s/files/1/0914/4015/2907/files/1800.jpg?v=1743697763,CITROËN,CITROËN XANTIA BREACK (X**** | X1****) SW | 1993 - 2001 | 5 Portas | Frente | Aplicação Interior | 2 pcs,06006b,21.0
https://cdn.shopify.com/s/files/1/0914/4015/2907/files/1800.jpg?v=1743697763,CITROËN,CITROËN JUMPER I (230 | -L | -P | -D | 23) SW | VAN | 1993 - 2007 | 4/5 Portas | Frente | Aplicação Interior | 2 pcs,06007a,18.5
https://cdn.shopify.com/s/files/1/0914/4015/2907/files/1800.jpg?v=1743697763,CITROËN,CITROËN JUMPER II  (Z | 244 | -L | -D | -M) SW | VAN | 1993 - 2007 | 4/5 Portas | Frente | Aplicação Interior | 2 pcs,06007b,18.5
https://cdn.shopify.com/s/files/1/0914/4015/2907/files/1800.jpg?v=1743697763,CITROËN,CITROËN JUMPER II  (244B) SW | VAN | 1993 - 2007 | 4/5 Portas | Frente | Aplicação Interior | 2 pcs,06007c,18.5
https://cdn.shopify.com/s/files/1/0914/4015/2907/files/1800.jpg?v=1743697763,CITROËN,CITROËN SAXO (S****) HATCH | 1996 - 2004 | 3 Portas | Frente | Aplicação Interior | 2 pcs,06008,21.0
https://cdn.shopify.com/s/files/1/0914/4015/2907/files/1800.jpg?v=1743697763,CITROËN,CITROËN SAXO (S****) HATCH | 1996 - 2004 | 5 Portas | Frente | Aplicação Interior | 2 pcs,06009,21.0
https://cdn.shopify.com/s/files/1/0914/4015/2907/files/1800.jpg?v=1743697763,CITROËN,CITROËN BERLINGO I (M*** | M4) SW | VAN | 1996 - 2005 | 3/4/5 Portas | Frente | Aplicação Interior | 2 pcs,06010a,21.0
https://cdn.shopify.com/s/files/1/0914/4015/2907/files/1800.jpg?v=1743697763,CITROËN,CITROËN BERLINGO I (G** | M**) SW | VAN | 2005 - 2008 | 3/4/5 Portas | Frente | Aplicação Interior | 2 pcs,06010b,21.0
https://cdn.shopify.com/s/files/1/0914/4015/2907/files/1800.jpg?v=1743697763,CITROËN,CITROËN ZX (N2****) HATCH | 1991 - 1997 | 3 Portas | Frente | Aplicação Interior | 2 pcs,06011,21.0
https://cdn.shopify.com/s/files/1/0914/4015/2907/files/1800.jpg?v=1743697763,CITROËN,CITROËN XSARA (N****) SEDAN | 1997 - 2006 | 5 Portas | Frente | Aplicação Interior | 2 pcs,06012a,21.0
https://cdn.shopify.com/s/files/1/0914/4015/2907/files/1800.jpg?v=1743697763,CITROËN,CITROËN XSARA BREAK (N****) SW | 1997 - 2006 | 5 Portas | Frente | Aplicação Interior | 2 pcs,06012b,21.0
